
=== Statistics for Combined Statistics (Debug & Time Data) ===
q               | mean:  -0.061603 | min:  -2.433323 | max:   1.589525 | var:   1.032914 | std:   1.016324 |
qdot            | mean:  -0.011725 | min:  -1.366894 | max:   1.065308 | var:   0.050058 | std:   0.223735 |
qddot           | mean:  -0.011725 | min:  -1.366894 | max:   1.065308 | var:   0.050058 | std:   0.223735 |
s               | mean:   0.393016 | min:  -0.000028 | max:   0.996469 | var:   0.120453 | std:   0.347063 |
vs              | mean:   0.042776 | min:  -0.045558 | max:   0.099601 | var:   0.001638 | std:   0.040474 |
dVs             | mean:   0.000897 | min:  -6.347389 | max:   5.324336 | var:   0.074306 | std:   0.272592 |
ee_vel          | mean:   0.000070 | min:  -0.271085 | max:   0.221489 | var:   0.005100 | std:   0.071418 |
ee_speed        | mean:   0.095480 | min:   0.001680 | max:   0.271088 | var:   0.006185 | std:   0.078645 |
sel_min_dist    | mean:  15.677188 | min:   1.654698 | max:  26.070743 | var:  61.847593 | std:   7.864324 |
env_min_dist    | mean:  34.845983 | min:   4.388358 | max:  67.388058 | var: 293.469872 | std:  17.130962 |
mani            | mean:   0.079802 | min:   0.060713 | max:   0.091357 | var:   0.000049 | std:   0.007020 |
contour_error   | mean:   0.006128 | min:   0.000038 | max:   0.045815 | var:   0.000121 | std:   0.011006 |
spline_ee_pose  | mean:  -0.008888 | min:  -1.000000 | max:   1.000000 | var:   0.214503 | std:   0.463144 |
pred_ee_pose    | mean:  -0.004790 | min:  -1.000000 | max:   1.000000 | var:   0.218046 | std:   0.466954 |
ref_ee_pose     | mean:  -0.003868 | min:  -1.000000 | max:   1.000000 | var:   0.217577 | std:   0.466451 |
iter_count      | mean: 165.672103 | min:  32.000000 | max: 256.000000 | var: 7074.738835 | std:  84.111467 |
sqp_iter_count  | mean:   1.120172 | min:   1.000000 | max:   5.000000 | var:   0.137490 | std:   0.370797 |
total           | mean:   0.087188 | min:   0.010120 | max:   0.161608 | var:   0.000044 | std:   0.006602 |
set_env         | mean:   0.082173 | min:   0.005342 | max:   0.155117 | var:   0.000044 | std:   0.006606 |
set_qp          | mean:   0.000561 | min:   0.000000 | max:   0.004551 | var:   0.000000 | std:   0.000265 |
solve_qp        | mean:   0.002472 | min:   0.000000 | max:   0.012230 | var:   0.000002 | std:   0.001474 |
get_alpha       | mean:   0.000329 | min:   0.000000 | max:   0.003655 | var:   0.000000 | std:   0.000196 |

